h3_id,dt,pred
8a1181b6321ffff,2021-08-01,6131.967
8a1181b63247fff,2021-08-01,4986.822
8a1181b63267fff,2021-08-01,5347.2847
8a1181b63277fff,2021-08-01,5452.4424
8a1181b63287fff,2021-08-01,6035.908
8a1181b6328ffff,2021-08-01,6142.042
8a1181b6329ffff,2021-08-01,6057.265
8a1181b632b7fff,2021-08-01,6203.315
8a1181b632d7fff,2021-02-01,5463.471
8a1181b632dffff,2021-08-01,5400.483
8a1181b632effff,2021-08-01,5591.9233
8a1181b6330ffff,2021-08-01,6010.957
8a1181b6331ffff,2021-08-01,4985.2925
8a1181b6334ffff,2021-08-01,5128.3843
8a1181b63417fff,2021-08-01,5719.4766
8a1181b63427fff,2021-08-01,5879.6074
8a1181b6344ffff,2021-08-01,5873.5835
8a1181b6345ffff,2021-08-01,6395.7573
8a1181b63477fff,2021-08-01,5960.3076
8a1181b634a7fff,2021-08-01,5422.262
8a1181b634c7fff,2021-08-01,4980.393
8a1181b634cffff,2021-08-01,5895.9263
8a1181b634d7fff,2021-08-01,5277.3633
8a1181b634e7fff,2021-08-01,5032.081
8a1181b634effff,2021-08-01,6198.1987
8a1181b6350ffff,2021-08-01,5872.217
8a1181b6351ffff,2021-08-01,5461.1846
8a1181b63547fff,2021-08-01,5747.0273
8a1181b63557fff,2021-08-01,5851.535
8a1181b6355ffff,2021-08-01,6007.5566
8a1181b6356ffff,2021-08-01,5920.9526
