h3_id,dt,pred
8a11aa09b31ffff,2021-08-01,6004.9263
8a11aa09b327fff,2021-08-01,6050.351
8a11aa09b32ffff,2021-08-01,6292.403
8a11aa09b347fff,2021-08-01,6684.4795
8a11aa09b34ffff,2021-08-01,6469.951
8a11aa09b357fff,2021-08-01,5742.5146
8a11aa09b367fff,2021-08-01,6453.0337
8a11aa09b36ffff,2021-08-01,6281.452
8a11aa09b377fff,2021-08-01,6721.1562
8a11aa09b387fff,2021-08-01,5706.163
8a11aa09b38ffff,2021-08-01,5577.5933
8a11aa09b39ffff,2021-08-01,5905.7134
8a11aa09b3affff,2021-08-01,5710.055
8a11aa09b3b7fff,2021-02-01,5621.849
8a11aa09b567fff,2021-08-01,5684.425
8a11aa09b56ffff,2021-08-01,5884.7373
8a11aa09b677fff,2021-08-01,5727.9634
8a11aa09b76ffff,2021-08-01,5618.06
8a11aa09b817fff,2021-08-01,4836.0273
8a11aa09b88ffff,2021-05-01,4702.051
8a11aa09b8a7fff,2021-03-01,5641.6904
8a11aa09b8affff,2021-05-01,5547.6924
8a11aa09b917fff,2021-08-01,6148.0537
8a11aa09b927fff,2021-08-01,6396.5737
8a11aa09b937fff,2021-08-01,6209.6904
8a11aa09b94ffff,2021-08-01,4794.5083
8a11aa09b967fff,2021-08-01,5006.929
8a11aa09b96ffff,2021-08-01,5106.0713
8a11aa09b987fff,2021-08-01,5813.3394
8a11aa09b997fff,2021-08-01,5695.6006
8a11aa09b99ffff,2021-08-01,5361.6606
8a11aa09b9a7fff,2021-08-01,6213.107
8a11aa09b9affff,2021-08-01,6322.538
8a11aa09ba07fff,2021-08-01,5259.934
8a11aa09ba0ffff,2021-08-01,5268.086
8a11aa09ba27fff,2021-08-01,5398.4463
8a11aa09ba2ffff,2021-08-01,4991.001
8a11aa09ba37fff,2021-08-01,5146.5522
8a11aa09ba5ffff,2021-08-01,5285.649
8a11aa09ba67fff,2021-08-01,6188.7314
8a11aa09ba6ffff,2021-08-01,6342.3066
8a11aa09bac7fff,2021-08-01,6301.778
8a11aa09bacffff,2021-08-01,6808.1426
8a11aa09bad7fff,2021-08-01,6528.765
8a11aa09badffff,2021-08-01,6576.5776
8a11aa09baf7fff,2021-08-01,6280.4697
8a11aa09bb07fff,2021-08-01,5831.026
8a11aa09bb0ffff,2021-08-01,5337.698
8a11aa09bb1ffff,2021-08-01,5434.192
8a11aa09bb27fff,2021-08-01,5814.5713
8a11aa09bb2ffff,2021-08-01,5719.5654
8a11aa09bb37fff,2021-08-01,5459.738
8a11aa09bb47fff,2021-08-01,6518.566
8a11aa09bb4ffff,2021-08-01,6462.975
8a11aa09bb57fff,2021-08-01,5421.5366
8a11aa09bb5ffff,2021-08-01,5968.8647
8a11aa09bb6ffff,2021-08-01,6370.246
8a11aa09bb77fff,2021-08-01,5639.0513
8a11aa09bba7fff,2021-08-01,4718.5835
8a11aa09bbaffff,2021-08-01,5711.7974
8a11aa09bc8ffff,2021-08-01,5947.617
8a11aa09bcc7fff,2021-08-01,6183.8076
8a11aa09bcd7fff,2021-08-01,5852.9033
8a11aa09bcdffff,2021-08-01,5573.0283
8a11aa09bd5ffff,2021-08-01,4713.818
8a11aa09bd77fff,2021-08-01,5830.2554
8a11aa0d0db7fff,2021-08-01,4833.5923
8a11aa0d1817fff,2021-02-01,5477.4897
8a11aa0d191ffff,2021-08-01,5409.427
8a11aa0d1927fff,2021-08-01,5216.7065
8a11aa0d1977fff,2021-08-01,5022.102
8a11aa0d198ffff,2021-08-01,4885.9697
8a11aa0d19affff,2021-08-01,5069.316
8a11aa0d458ffff,2021-08-01,5218.392
8a11aa0d4637fff,2021-06-01,5540.157
8a11aa0d47a7fff,2021-08-01,5491.0825
8a11aa0d4b2ffff,2021-08-01,4396.395
8a11aa0d4b8ffff,2021-08-01,4483.284
8a11aa0d4cdffff,2021-08-01,4839.034
8a11aa0d52d7fff,2021-08-01,4994.209
8a11aa0d52dffff,2021-08-01,4984.0986
8a11aa0d5647fff,2021-08-01,5211.832
8a11aa0d564ffff,2021-08-01,5325.725
8a11aa0d5657fff,2021-08-01,5233.319
8a11aa0d5677fff,2021-08-01,5218.9307
8a11aa0d6007fff,2021-08-01,5830.921
8a11aa0d600ffff,2021-08-01,5084.09
8a11aa0d602ffff,2021-08-01,5876.6133
8a11aa0d60b7fff,2021-08-01,5455.741
8a11aa0d6197fff,2021-08-01,5638.139
8a11aa0d619ffff,2021-08-01,5883.562
8a11aa0d6307fff,2021-08-01,6248.7026
8a11aa0d630ffff,2021-08-01,5163.4785
8a11aa0d6407fff,2021-08-01,5557.795
8a11aa0d642ffff,2021-08-01,5625.29
8a11aa0d6487fff,2021-08-01,5477.073
8a11aa0d648ffff,2021-08-01,5559.6865
8a11aa0d6497fff,2021-08-01,6200.044
8a11aa0d64b7fff,2021-08-01,6156.391
8a11aa0d64c7fff,2021-08-01,5596.094
8a11aa0d64d7fff,2021-08-01,5370.438
8a11aa0d64dffff,2021-08-01,5768.569
8a11aa0d6507fff,2021-08-01,6061.572
8a11aa0d650ffff,2021-08-01,5746.0137
8a11aa0d652ffff,2021-08-01,5848.3403
8a11aa0d654ffff,2021-08-01,5529.8184
8a11aa0d655ffff,2021-02-01,5574.9014
8a11aa0d655ffff,2021-02-01,5622.898
8a11aa0d6567fff,2021-08-01,6066.0547
8a11aa0d656ffff,2021-08-01,5323.4644
8a11aa0d6577fff,2021-08-01,6046.163
8a11aa0d6597fff,2021-08-01,5729.1323
8a11aa0d6b77fff,2021-02-01,5701.938
8a11aa0d6cdffff,2021-08-01,5706.863
8a11aa0da647fff,2021-08-01,5633.5366
8a11aa0da657fff,2021-08-01,5815.6333
8a11aa0f221ffff,2021-08-01,5536.997
8a11aa0f22e7fff,2021-08-01,5684.19
8a11aa0f3477fff,2021-08-01,4862.5244
8a11aa0f348ffff,2021-08-01,4477.386
8a11aa0f3547fff,2021-08-01,4893.084
8a11aa0f354ffff,2021-08-01,4886.8906
8a11aa0f355ffff,2021-08-01,4901.2305
8a11aa0f3817fff,2021-08-01,4813.0654
8a11aa0f3c37fff,2021-08-01,6063.8506
8a11aa0f3c77fff,2021-08-01,4996.4023
8a11aa0f3d0ffff,2021-08-01,6052.5444
8a11aa0f3d47fff,2021-08-01,5043.844
8a11aa0f3d57fff,2021-08-01,6012.4946
8a11aa0f3d5ffff,2021-08-01,5099.635
8a11aa4000cffff,2021-08-01,4458.1367
8a11aa40012ffff,2021-06-01,5554.0493
8a11aa400387fff,2021-08-01,4880.31
8a11aa40038ffff,2021-08-01,5222.6377
8a11aa4003affff,2021-08-01,5436.531
8a11aa400d9ffff,2021-08-01,5394.938
8a11aa4018b7fff,2021-08-01,5598.2983
8a11aa403207fff,2021-08-01,4427.7544
8a11aa4033a7fff,2021-08-01,4641.839
8a11aa403497fff,2021-02-01,5552.8936
8a11aa404047fff,2021-08-01,5497.485
8a11aa40404ffff,2021-08-01,5496.111
8a11aa404067fff,2021-08-01,5507.7188
8a11aa40406ffff,2021-08-01,5496.6313
8a11aa40430ffff,2021-08-01,4747.2295
8a11aa40431ffff,2021-08-01,5654.623
8a11aa404337fff,2021-08-01,5687.766
8a11aa404367fff,2021-02-01,5524.898
8a11aa404367fff,2021-02-01,5564.852
8a11aa404a87fff,2021-08-01,5720.8037
8a11aa404a8ffff,2021-08-01,6026.99
8a11aa404a97fff,2021-08-01,5644.166
8a11aa404a9ffff,2021-08-01,6054.0444
8a11aa404aa7fff,2021-08-01,5755.524
8a11aa404aaffff,2021-08-01,6252.999
8a11aa404ab7fff,2021-08-01,5784.2466
8a11aa404ac7fff,2021-08-01,5876.2554
8a11aa404ad7fff,2021-08-01,5873.1206
8a11aa404af7fff,2021-08-01,6090.3066
8a11aa404b97fff,2021-08-01,4612.152
8a11aa405447fff,2021-02-01,5529.195
8a11aa405467fff,2021-08-01,4702.1973
8a11aa40555ffff,2021-08-01,4456.2534
8a11aa406107fff,2021-08-01,5774.0894
8a11aa40610ffff,2021-08-01,4475.4556
8a11aa406127fff,2021-08-01,5808.802
8a11aa40612ffff,2021-08-01,5845.6265
8a11aa4064affff,2021-08-01,4682.3804
8a11aa4064c7fff,2021-08-01,4674.092
8a11aa4065a7fff,2021-08-01,4653.0396
8a11aa40682ffff,2021-08-01,4414.6353
8a11aa40688ffff,2021-08-01,5814.8364
8a11aa40689ffff,2021-08-01,5816.753
8a11aa4068f7fff,2021-08-01,5803.2617
8a11aa406aa7fff,2021-08-01,4393.4517
8a11aa406ab7fff,2021-08-01,4407.3667
8a11aa406b87fff,2021-08-01,4417.163
8a11aa408427fff,2021-08-01,4246.522
8a11aa408437fff,2021-08-01,4153.387
8a11aa40851ffff,2021-08-01,4291.102
8a11aa4085affff,2021-08-01,4101.107
8a11aa408c07fff,2021-08-01,5481.4565
8a11aa408c1ffff,2021-08-01,5233.866
8a11aa408c2ffff,2021-08-01,5136.1753
8a11aa408c37fff,2021-08-01,5562.7656
8a11aa408ca7fff,2021-08-01,5672.5977
8a11aa408ce7fff,2021-08-01,4910.5312
8a11aa408d8ffff,2021-08-01,5952.555
8a11aa408d97fff,2021-08-01,5848.4604
8a11aa408da7fff,2021-08-01,5071.3403
8a11aa408daffff,2021-08-01,5592.188
8a11aa4092b7fff,2021-08-01,4825.292
8a11aa40966ffff,2021-08-01,5629.8447
8a11aa409787fff,2021-08-01,4602.535
8a11aa4097b7fff,2021-08-01,4782.203
8a11aa40a02ffff,2021-08-01,5044.3804
8a11aa40a037fff,2021-08-01,5987.2617
8a11aa40a067fff,2021-08-01,5286.257
8a11aa40a06ffff,2021-08-01,5373.939
8a11aa40a097fff,2021-08-01,5463.219
8a11aa40a0a7fff,2021-08-01,5758.8965
8a11aa40a0affff,2021-08-01,5788.448
8a11aa40a0b7fff,2021-08-01,5825.36
8a11aa40a0e7fff,2021-08-01,4960.541
8a11aa40a117fff,2021-08-01,6147.6196
8a11aa40a137fff,2021-08-01,6144.249
8a11aa40a147fff,2021-08-01,6420.131
8a11aa40a14ffff,2021-08-01,5286.6294
8a11aa40a16ffff,2021-08-01,6238.773
8a11aa40a187fff,2021-08-01,6210.5654
8a11aa40a18ffff,2021-08-01,5964.5303
8a11aa40a19ffff,2021-08-01,5826.763
8a11aa40a1a7fff,2021-08-01,6278.1875
8a11aa40a1affff,2021-08-01,6221.8833
8a11aa40a307fff,2021-08-01,5023.219
8a11aa40a30ffff,2021-08-01,4937.191
8a11aa40a317fff,2021-08-01,5263.807
8a11aa40a337fff,2021-08-01,5183.9956
8a11aa40a3b7fff,2021-08-01,4827.051
8a11aa40a56ffff,2021-08-01,5775.002
8a11aa40a7affff,2021-02-01,5520.594
8a11aa40a80ffff,2021-08-01,4734.1655
8a11aa40a887fff,2021-08-01,6137.6895
8a11aa40a89ffff,2021-08-01,6242.6196
8a11aa40a8affff,2021-08-01,6218.5503
8a11aa40a8cffff,2021-08-01,6068.469
8a11aa40a90ffff,2021-02-01,5527.238
8a11aa40aa17fff,2021-02-01,5693.8525
8a11aa40aa17fff,2021-02-01,5718.425
8a11aa40aa87fff,2021-08-01,5139.3955
8a11aa40aa97fff,2021-08-01,5327.8765
8a11aa40aa9ffff,2021-08-01,5055.4062
8a11aa40aab7fff,2021-08-01,5109.59
8a11aa40aacffff,2021-08-01,4374.9146
8a11aa40ab97fff,2021-08-01,6178.1416
8a11aa40abb7fff,2021-08-01,5232.065
8a11aa40ac07fff,2021-08-01,6539.484
8a11aa40ac0ffff,2021-08-01,6359.478
8a11aa40ac1ffff,2021-04-01,5692.765
8a11aa40ac1ffff,2021-04-01,5687.7173
8a11aa40ac2ffff,2021-08-01,6496.4214
8a11aa40ac47fff,2021-08-01,6202.238
8a11aa40ac4ffff,2021-08-01,6201.924
8a11aa40ac57fff,2021-08-01,6305.928
8a11aa40ac5ffff,2021-08-01,6188.25
8a11aa40ac6ffff,2021-03-01,5717.3057
8a11aa40ac77fff,2021-08-01,6268.501
8a11aa40b007fff,2021-08-01,6231.608
8a11aa40b02ffff,2021-08-01,5605.1226
8a11aa40b037fff,2021-08-01,5899.859
8a11aa40b107fff,2021-08-01,6609.002
8a11aa40b10ffff,2021-08-01,6548.46
8a11aa40b117fff,2021-08-01,6562.8853
8a11aa40b11ffff,2021-08-01,6817.5747
8a11aa40b127fff,2021-08-01,6631.839
8a11aa40b12ffff,2021-08-01,6717.656
8a11aa40b137fff,2021-08-01,6984.7827
8a11aa40b157fff,2021-08-01,5502.856
8a11aa40b187fff,2021-08-01,5714.2627
8a11aa40b1a7fff,2021-08-01,5572.9497
8a11aa40b1affff,2021-08-01,5935.1543
8a11aa40b227fff,2021-08-01,4760.764
8a11aa40b347fff,2021-08-01,5414.1333
8a11aa40b357fff,2021-08-01,4793.896
8a11aa40b367fff,2021-08-01,6005.7656
8a11aa40b36ffff,2021-08-01,6218.9995
8a11aa40b377fff,2021-08-01,5051.4224
8a11aa40b887fff,2021-08-01,6792.4497
8a11aa40b897fff,2021-08-01,6599.4355
8a11aa40b89ffff,2021-08-01,6532.976
8a11aa40b8cffff,2021-08-01,4820.385
8a11aa40b987fff,2021-08-01,4537.879
8a11aa40b997fff,2021-08-01,4847.0435
8a11aa40ba47fff,2021-08-01,5290.6934
8a11aa40ba4ffff,2021-08-01,5654.7896
8a11aa40ba67fff,2021-08-01,4430.644
8a11aa40ba6ffff,2021-08-01,4830.549
8a11aa40bacffff,2021-08-01,5976.002
8a11aa40bb4ffff,2021-08-01,4576.143
8a11aa40bb6ffff,2021-08-01,4298.1865
8a11aa40bc2ffff,2021-08-01,5625.035
8a11aa40bc47fff,2021-08-01,6264.3237
8a11aa40bc4ffff,2021-08-01,6669.9375
8a11aa40bc57fff,2021-08-01,5699.261
8a11aa40bc67fff,2021-08-01,6180.953
8a11aa40bc6ffff,2021-08-01,6986.997
8a11aa40bc77fff,2021-08-01,6012.6255
8a11aa40bd47fff,2021-08-01,6134.9795
8a11aa40bd4ffff,2021-08-01,6065.922
8a11aa40bd57fff,2021-08-01,5535.541
8a11aa40bd5ffff,2021-08-01,5995.565
8a11aa40bd6ffff,2021-08-01,5384.2124
8a11aa40bd97fff,2021-08-01,5061.6733
8a11aa40d05ffff,2021-02-01,5571.6636
8a11aa40d0c7fff,2021-08-01,5724.394
8a11aa40e147fff,2021-08-01,5214.802
8a11aa40e157fff,2021-08-01,5089.635
8a11aa40e15ffff,2021-08-01,5012.709
8a11aa40e167fff,2021-08-01,5214.6196
8a11aa40e247fff,2021-07-01,5155.574
8a11aa40e307fff,2021-08-01,5870.015
8a11aa40e30ffff,2021-04-01,5628.4185
8a11aa40e30ffff,2021-04-01,5587.651
8a11aa40e31ffff,2021-08-01,5875.1265
8a11aa40e327fff,2021-08-01,5925.613
8a11aa40e32ffff,2021-08-01,5616.8213
8a11aa40e337fff,2021-08-01,5868.9863
8a11aa40e357fff,2021-04-01,5607.31
8a11aa40e357fff,2021-04-01,5574.739
8a11aa40e367fff,2021-08-01,4982.4507
8a11aa40e36ffff,2021-08-01,5037.575
8a11aa40e527fff,2021-02-01,5528.898
8a11aa40e8cffff,2021-08-01,4959.8975
8a11aa40eacffff,2021-08-01,5395.472
8a11aa40eaeffff,2021-08-01,4843.14
8a11aa40ecc7fff,2021-08-01,4704.8345
8a11aa40ecd7fff,2021-08-01,4749.7456
8a11aa40ecdffff,2021-08-01,4726.0356
8a11aa410697fff,2021-03-01,5486.245
8a11aa4106b7fff,2021-08-01,4600.8345
8a11aa41092ffff,2021-08-01,4811.865
8a11aa410c07fff,2021-08-01,4994.7915
8a11aa410c17fff,2021-08-01,5002.515
8a11aa410c1ffff,2021-08-01,5012.1006
8a11aa412a17fff,2021-08-01,5231.523
8a11aa412aaffff,2021-08-01,4339.0645
8a11aa412b4ffff,2021-08-01,4718.827
8a11aa412b77fff,2021-08-01,4657.509
8a11aa412b87fff,2021-08-01,5405.5703
8a11aa412bb7fff,2021-05-01,5282.6475
8a11aa412bb7fff,2021-05-01,5176.253
8a11aa41428ffff,2021-08-01,5155.1777
8a11aa4142affff,2021-08-01,5049.074
8a11aa4142f7fff,2021-08-01,5157.8765
8a11aa414887fff,2021-08-01,4660.194
8a11aa41490ffff,2021-08-01,5225.653
8a11aa414917fff,2021-08-01,5375.621
8a11aa41491ffff,2021-08-01,5377.912
8a11aa414987fff,2021-08-01,5737.596
8a11aa414997fff,2021-08-01,4888.205
8a11aa41499ffff,2021-08-01,5295.412
8a11aa4149a7fff,2021-08-01,5519.1694
8a11aa4149affff,2021-08-01,5512.355
8a11aa41b4b7fff,2021-08-01,4188.1084
8a11aa41cd77fff,2021-08-01,4285.585
8a11aa41d84ffff,2021-02-01,5345.9814
8a11aa4224b7fff,2021-02-01,5493.2944
8a11aa422597fff,2021-08-01,4405.461
8a11aa422987fff,2021-08-01,4896.788
8a11aa422997fff,2021-08-01,4732.081
8a11aa42299ffff,2021-08-01,4665.9966
8a11aa422ca7fff,2021-08-01,4714.882
8a11aa422d6ffff,2021-08-01,4661.617
8a11aa4266effff,2021-08-01,5123.491
8a11aa430687fff,2021-08-01,4415.79
8a11aa430797fff,2021-08-01,4842.8105
8a11aa431137fff,2021-08-01,4790.623
8a11aa431817fff,2021-08-01,4227.6265
8a11aa431847fff,2021-04-01,5577.067
8a11aa43188ffff,2021-08-01,4811.7393
8a11aa43189ffff,2021-08-01,4490.436
8a11aa4318affff,2021-08-01,4257.5625
8a11aa43196ffff,2021-08-01,4248.383
8a11aa431b87fff,2021-02-01,5493.6016
8a11aa4326c7fff,2021-02-01,5403.729
8a11aa4326c7fff,2021-02-01,5647.38
8a11aa4326effff,2021-08-01,5006.435
8a11aa432b47fff,2021-08-01,4889.7427
8a11aa432b67fff,2021-08-01,4855.333
8a11aa432b6ffff,2021-02-01,5494.7
8a11aa433047fff,2021-08-01,4232.2744
8a11aa433597fff,2021-08-01,4905.6733
8a11aa435007fff,2021-08-01,5225.3135
8a11aa4350c7fff,2021-08-01,4824.0767
8a11aa4350dffff,2021-08-01,4819.594
8a11aa4350e7fff,2021-08-01,5604.672
8a11aa435157fff,2021-08-01,4418.724
8a11aa435177fff,2021-08-01,4457.28
8a11aa43534ffff,2021-08-01,4683.06
8a11aa435a4ffff,2021-02-01,5503.311
8a11aa435b87fff,2021-08-01,4424.1333
8a11aa435b97fff,2021-08-01,4471.962
8a11aa4416c7fff,2021-04-01,5576.7065
8a11aa4416c7fff,2021-04-01,5543.1377
8a11aa4416cffff,2021-08-01,4645.8115
8a11aa4416dffff,2021-08-01,4663.834
8a11aa4416f7fff,2021-08-01,5138.7856
8a11aa442107fff,2021-08-01,4728.7314
8a11aa442117fff,2021-08-01,4785.248
8a11aa4421a7fff,2021-08-01,4779.551
8a11aa442357fff,2021-08-01,4446.5396
8a11aa442367fff,2021-08-01,4454.239
8a11aa44280ffff,2021-08-01,5592.6704
8a11aa442acffff,2021-08-01,5009.151
8a11aa442aeffff,2021-03-01,5641.3076
8a11aa442c37fff,2021-08-01,5398.0
8a11aa442d07fff,2021-08-01,5530.967
8a11aa442d17fff,2021-08-01,5763.897
8a11aa442d27fff,2021-08-01,6047.065
8a11aa442d2ffff,2021-08-01,6043.8013
8a11aa442d37fff,2021-08-01,5699.342
8a11aa442d87fff,2021-08-01,6282.6177
8a11aa442daffff,2021-08-01,5817.484
8a11aa442db7fff,2021-08-01,6203.1177
8a11aa443007fff,2021-08-01,5121.199
8a11aa443017fff,2021-08-01,4881.3403
8a11aa44301ffff,2021-08-01,5323.2427
8a11aa443077fff,2021-08-01,5131.0215
8a11aa443157fff,2021-08-01,5859.079
8a11aa44315ffff,2021-08-01,4745.7983
8a11aa443207fff,2021-08-01,5590.0083
8a11aa44320ffff,2021-08-01,5648.4663
8a11aa443217fff,2021-03-01,5614.1465
8a11aa44321ffff,2021-08-01,5658.91
8a11aa443227fff,2021-08-01,4897.457
8a11aa44322ffff,2021-08-01,5443.8667
8a11aa443247fff,2021-08-01,6085.45
8a11aa443267fff,2021-08-01,6122.796
8a11aa44326ffff,2021-08-01,6487.414
8a11aa443277fff,2021-08-01,6041.5796
8a11aa443287fff,2021-08-01,6134.782
8a11aa44328ffff,2021-08-01,6231.6113
8a11aa44329ffff,2021-08-01,6082.4185
8a11aa4432affff,2021-08-01,6186.206
8a11aa4432b7fff,2021-08-01,5717.251
8a11aa4432d7fff,2021-08-01,6105.9546
8a11aa4432e7fff,2021-08-01,5742.6357
8a11aa4432f7fff,2021-08-01,6178.3096
8a11aa443307fff,2021-03-01,5629.1245
8a11aa443317fff,2021-08-01,4926.4277
8a11aa443347fff,2021-08-01,6212.2495
8a11aa443357fff,2021-08-01,5587.09
8a11aa44335ffff,2021-08-01,6021.154
8a11aa443447fff,2021-08-01,6343.3784
8a11aa44344ffff,2021-08-01,6593.166
8a11aa44345ffff,2021-08-01,6736.9844
8a11aa443467fff,2021-08-01,6032.605
8a11aa44346ffff,2021-08-01,6255.345
8a11aa443477fff,2021-08-01,6147.707
8a11aa4434cffff,2021-08-01,5774.483
8a11aa4434dffff,2021-08-01,5233.005
8a11aa4434effff,2021-08-01,5490.61
8a11aa443547fff,2021-08-01,6197.9297
8a11aa443607fff,2021-08-01,5920.1616
8a11aa44360ffff,2021-08-01,5978.051
8a11aa443627fff,2021-08-01,5369.426
8a11aa443637fff,2021-08-01,5851.096
8a11aa443657fff,2021-08-01,6141.951
8a11aa4436d7fff,2021-08-01,5869.2544
8a11aa4436dffff,2021-08-01,5930.1187
8a11aa4436e7fff,2021-08-01,5877.0195
8a11aa4436f7fff,2021-08-01,6105.807
8a11aa44371ffff,2021-08-01,5615.709
8a11aa44376ffff,2021-08-01,4799.1064
8a11aa443787fff,2021-08-01,5739.0337
8a11aa44378ffff,2021-08-01,5685.63
8a11aa443797fff,2021-08-01,5711.392
8a11aa44379ffff,2021-08-01,5429.3755
8a11aa4437b7fff,2021-08-01,5824.5283
8a11aa44384ffff,2021-08-01,5160.5684
8a11aa44385ffff,2021-08-01,5750.7046
8a11aa443a8ffff,2021-08-01,4885.3237
8a11aa443a97fff,2021-08-01,4848.8394
8a11aa443a9ffff,2021-08-01,4629.065
8a11aa443aaffff,2021-08-01,4885.5176
8a11aa443b07fff,2021-08-01,4695.6826
8a11aa443b0ffff,2021-08-01,4643.908
8a11aa443b1ffff,2021-08-01,5014.29
8a11aa443b37fff,2021-08-01,5342.7603
8a11aa443b87fff,2021-08-01,4875.399
8a11aa443ba7fff,2021-08-01,4914.7017
8a11aa443baffff,2021-08-01,4958.0493
8a11aa443da7fff,2021-08-01,4728.9897
8a11aa4466d7fff,2021-08-01,6167.6343
8a11aa448007fff,2021-08-01,5529.2603
8a11aa44800ffff,2021-08-01,4654.963
8a11aa44801ffff,2021-08-01,4631.6113
8a11aa44802ffff,2021-08-01,4627.9707
8a11aa448057fff,2021-04-01,5781.249
8a11aa448057fff,2021-04-01,5826.9497
8a11aa448087fff,2021-08-01,4508.831
8a11aa4480effff,2021-08-01,4625.9004
8a11aa44812ffff,2021-08-01,5642.185
8a11aa448177fff,2021-08-01,4623.9287
8a11aa44821ffff,2021-08-01,5105.426
8a11aa448297fff,2021-08-01,4815.9985
8a11aa4482a7fff,2021-08-01,4783.5654
8a11aa4482d7fff,2021-08-01,5109.905
8a11aa448307fff,2021-04-01,5253.0225
8a11aa448487fff,2021-08-01,6148.37
8a11aa448497fff,2021-08-01,5927.283
8a11aa4484b7fff,2021-08-01,5777.9165
8a11aa448517fff,2021-08-01,5732.762
8a11aa448537fff,2021-07-01,5644.5444
8a11aa448537fff,2021-07-01,5686.721
8a11aa448587fff,2021-08-01,6197.1074
8a11aa44858ffff,2021-08-01,6027.3354
8a11aa448597fff,2021-08-01,6061.981
8a11aa44859ffff,2021-08-01,6519.31
8a11aa4485a7fff,2021-08-01,6109.7554
8a11aa4485affff,2021-08-01,5937.105
8a11aa448807fff,2021-08-01,5575.629
8a11aa44880ffff,2021-08-01,5518.3633
8a11aa44882ffff,2021-08-01,5128.8843
8a11aa448857fff,2021-08-01,5414.267
8a11aa448867fff,2021-08-01,5490.103
8a11aa448877fff,2021-08-01,5486.2334
8a11aa44890ffff,2021-08-01,4728.6147
8a11aa448927fff,2021-08-01,6848.9014
8a11aa44892ffff,2021-08-01,6363.311
8a11aa448947fff,2021-08-01,4572.5405
8a11aa448957fff,2021-08-01,5126.0684
8a11aa44895ffff,2021-08-01,5537.2075
8a11aa448977fff,2021-08-01,4728.8867
8a11aa448a47fff,2021-08-01,5605.81
8a11aa448a57fff,2021-08-01,5406.8145
8a11aa448a5ffff,2021-08-01,5403.7188
8a11aa448aeffff,2021-08-01,5414.4
8a11aa448c07fff,2021-08-01,5716.5547
8a11aa448c27fff,2021-08-01,5551.6997
8a11aa448c37fff,2021-08-01,5728.7393
8a11aa448c87fff,2021-08-01,5725.704
8a11aa448c8ffff,2021-08-01,5850.6104
8a11aa448caffff,2021-08-01,6110.9272
8a11aa448cc7fff,2021-08-01,5707.6846
8a11aa448cdffff,2021-08-01,4796.9053
8a11aa448d0ffff,2021-08-01,5727.665
8a11aa448d2ffff,2021-08-01,5502.352
8a11aa448d47fff,2021-08-01,5400.1885
8a11aa448d77fff,2021-08-01,5721.3774
8a11aa449207fff,2021-08-01,5988.1714
8a11aa44920ffff,2021-08-01,6033.627
8a11aa449217fff,2021-08-01,6111.3525
8a11aa44921ffff,2021-08-01,6014.972
8a11aa449227fff,2021-08-01,6268.3203
8a11aa44922ffff,2021-08-01,5907.191
8a11aa44924ffff,2021-08-01,5685.809
8a11aa449257fff,2021-08-01,6070.658
8a11aa449287fff,2021-08-01,5929.5854
8a11aa44928ffff,2021-08-01,5831.369
8a11aa449297fff,2021-08-01,4985.512
8a11aa4492b7fff,2021-08-01,5226.4746
8a11aa4492c7fff,2021-08-01,6350.0176
8a11aa4492cffff,2021-08-01,6633.2905
8a11aa4492d7fff,2021-08-01,6345.6
8a11aa4492dffff,2021-08-01,6420.0913
8a11aa4492e7fff,2021-08-01,6626.6514
8a11aa4492f7fff,2021-08-01,6176.112
8a11aa449307fff,2021-08-01,5464.4033
8a11aa44930ffff,2021-08-01,5980.263
8a11aa44931ffff,2021-08-01,5874.7437
8a11aa449327fff,2021-08-01,5285.7075
8a11aa44932ffff,2021-08-01,5604.011
8a11aa449347fff,2021-08-01,6009.849
8a11aa449357fff,2021-08-01,6112.381
8a11aa44935ffff,2021-08-01,5768.237
8a11aa44936ffff,2021-08-01,5187.8477
8a11aa449377fff,2021-08-01,5805.495
8a11aa449387fff,2021-08-01,5539.872
8a11aa4493affff,2021-08-01,5759.5576
8a11aa44949ffff,2021-08-01,4648.3486
8a11aa44964ffff,2021-08-01,5115.5337
8a11aa449667fff,2021-08-01,4955.027
8a11aa44966ffff,2021-08-01,5025.5464
8a11aa44969ffff,2021-08-01,4765.295
8a11aa4496cffff,2021-08-01,5021.988
8a11aa44974ffff,2021-08-01,5151.6714
8a11aa449987fff,2021-08-01,6275.4614
8a11aa449997fff,2021-08-01,6219.876
8a11aa4499a7fff,2021-08-01,6180.634
8a11aa4499b7fff,2021-08-01,6214.889
8a11aa449a07fff,2021-08-01,6104.4253
8a11aa449a0ffff,2021-08-01,5762.434
8a11aa449a1ffff,2021-08-01,5712.7466
8a11aa449a27fff,2021-08-01,5969.9365
8a11aa449a2ffff,2021-08-01,5989.463
8a11aa449a47fff,2021-08-01,5871.517
8a11aa449a5ffff,2021-08-01,5927.2246
8a11aa449a8ffff,2021-08-01,5773.173
8a11aa449aaffff,2021-08-01,5738.551
8a11aa449ad7fff,2021-08-01,5122.0337
8a11aa449adffff,2021-08-01,5402.587
8a11aa449b47fff,2021-08-01,5929.9004
8a11aa449b4ffff,2021-08-01,5562.475
8a11aa449b57fff,2021-08-01,5967.458
8a11aa449b5ffff,2021-08-01,5967.0444
